origin,destination,num
Italy,Guinea,395.0
Italy,Haiti,2541.0
Italy,Honduras,191.0
Italy,Hungary,4464.0
Italy,Iceland,238.0
Italy,Ireland,7910.0
Italy,Israel,5225.0
Italy,Japan,2934.0
Italy,Jordan,326.0
Italy,Latvia,265.0
Italy,Liberia,12.0
Italy,Libya,6690.0
Italy,Liechtenstein,880.0
Italy,Lithuania,286.0
Italy,Luxembourg,20657.0
Italy,Maldives,369.0
Italy,Malta,1823.0
Italy,Martinique,86.0
Italy,Mauritania,54.0
Italy,Mauritius,146.0
Italy,Mexico,4936.0
Italy,Monaco,4424.0
Italy,Mongolia,19.0
Italy,Montenegro,209.0
Italy,Morocco,1928.0
Italy,Namibia,755.0
Italy,Netherlands,24402.0
Italy,New Caledonia,361.0
Italy,New Zealand,2044.0
Italy,Nicaragua,190.0
Italy,Norway,3971.0
Italy,Panama,1318.0
Italy,Paraguay,876.0
Italy,Peru,3345.0
Italy,Philippines,1731.0
Italy,Poland,9935.0
Italy,Portugal,2640.0
Italy,Puerto Rico,192.0
Italy,Republic of Moldova,244.0
Italy,Romania,26380.0
Italy,Russian Federation,1896.0
Italy,Saint Lucia,16.0
Italy,San Marino,4143.0
Italy,Serbia,1923.0
Italy,Seychelles,122.0
Italy,Slovakia,2686.0
Italy,Slovenia,3665.0
Italy,South Africa,25070.0
Italy,Spain,100304.0
Italy,Sri Lanka,5001.0
Italy,Sweden,10242.0
Italy,Switzerland,264786.0
Italy,Thailand,530.0
Italy,The former Yugoslav Republic of Macedonia,37.0
Italy,Tunisia,2209.0
Italy,Turkey,2853.0
Italy,Uganda,418.0
Italy,United Kingdom of Great Britain and Northern Ireland,151790.0
Italy,United Republic of Tanzania,575.0
Italy,United States of America,376130.0
Italy,Uruguay,10051.0
Italy,Venezuela (Bolivarian Republic of),51068.0
Jamaica,Anguilla,488.0
Jamaica,Antigua and Barbuda,3990.0
Jamaica,Argentina,11.0
Jamaica,Aruba,746.0
Jamaica,Australia,1287.0
Jamaica,Austria,208.0
Jamaica,Bahamas,7503.0
Jamaica,Barbados,994.0
Jamaica,Belgium,126.0
Jamaica,Belize,489.0
Jamaica,Bermuda,609.0
Jamaica,Bolivia (Plurinational State of),7.0
Jamaica,"Bonaire, Sint Eustatius and Saba",394.0
Jamaica,Brazil,165.0
Jamaica,British Virgin Islands,528.0
Jamaica,Bulgaria,5.0
Jamaica,Canada,140185.0
Jamaica,Cayman Islands,9351.0
Jamaica,Chile,23.0
Jamaica,Colombia,60.0
Jamaica,Costa Rica,223.0
Jamaica,Cuba,276.0
Jamaica,Curacao,1300.0
Jamaica,Cyprus,17.0
Jamaica,Czech Republic,16.0
Jamaica,Denmark,174.0
Jamaica,Dominica,129.0
Jamaica,Dominican Republic,133.0
Jamaica,Ecuador,37.0
Jamaica,El Salvador,10.0
Jamaica,Estonia,2.0
Jamaica,Finland,92.0
Jamaica,France,518.0
Jamaica,Germany,2282.0
Jamaica,Greece,12.0
Jamaica,Grenada,115.0
Jamaica,Guyana,295.0
Jamaica,Honduras,20.0
Jamaica,Hungary,30.0
Jamaica,Iceland,20.0
Jamaica,Ireland,120.0
Jamaica,Italy,346.0
Jamaica,Mexico,174.0
Jamaica,Netherlands,930.0
Jamaica,Nicaragua,20.0
Jamaica,Norway,158.0
Jamaica,Panama,697.0
Jamaica,Portugal,26.0
Jamaica,Puerto Rico,43.0
Jamaica,Saint Kitts and Nevis,141.0
Jamaica,Saint Lucia,187.0
Jamaica,Saint Vincent and the Grenadines,125.0
Jamaica,Sint Maarten (Dutch part),2364.0
Jamaica,South Africa,197.0
Jamaica,Spain,282.0
Jamaica,Sweden,350.0
Jamaica,Switzerland,801.0
Jamaica,Trinidad and Tobago,1497.0
Jamaica,United Kingdom of Great Britain and Northern Ireland,172829.0
Jamaica,United States of America,712830.0
Jamaica,United States Virgin Islands,373.0
Jamaica,Venezuela (Bolivarian Republic of),95.0
Japan,Antigua and Barbuda,20.0
Japan,Argentina,4453.0
Japan,Australia,53159.0
Japan,Austria,2970.0
Japan,Bahamas,35.0
Japan,Bangladesh,13763.0
Japan,Belgium,4974.0
Japan,Bermuda,674.0
Japan,Bhutan,127.0
Japan,Bolivia (Plurinational State of),1660.0
Japan,"Bonaire, Sint Eustatius and Saba",29.0
Japan,Brazil,58564.0
Japan,Brunei Darussalam,204.0
Japan,Bulgaria,142.0
Japan,Cabo Verde,1.0
Japan,Cambodia,125.0
Japan,Canada,36185.0
Japan,Cayman Islands,19.0
Japan,Chile,815.0
Japan,China,6826.0
Japan,"China, Hong Kong Special Administrative Region",14185.0
Japan,Colombia,722.0
Japan,Costa Rica,290.0
Japan,Croatia,56.0
Japan,Curacao,130.0
Japan,Cyprus,93.0
Japan,Czech Republic,1528.0
Japan,Democratic People's Republic of Korea,210.0
Japan,Denmark,1922.0
Japan,Dominican Republic,345.0
Japan,Ecuador,734.0
Japan,Egypt,1286.0
Japan,El Salvador,54.0
Japan,Estonia,51.0
Japan,Finland,1622.0
Japan,France,21377.0
Japan,French Polynesia,23.0
Japan,Gabon,21.0
Japan,Germany,33081.0
Japan,Ghana,55.0
Japan,Greece,509.0
Japan,Guam,2100.0
Japan,Guatemala,147.0
Japan,Guinea,103.0
Japan,Haiti,459.0
Japan,Honduras,102.0
Japan,Hungary,1378.0
Japan,Iceland,99.0
Japan,India,716.0
Japan,Indonesia,18391.0
Japan,Ireland,529.0
Japan,Italy,8285.0
Japan,Jordan,109.0
Japan,Latvia,12.0
Japan,Libya,1005.0
Japan,Lithuania,24.0
Japan,Luxembourg,282.0
Japan,Malaysia,16450.0
Japan,Maldives,138.0
Japan,Malta,53.0
Japan,Mauritius,9.0
Japan,Mexico,2988.0
Japan,Micronesia (Federated States of),48.0
Japan,Mongolia,369.0
Japan,Namibia,103.0
Japan,Netherlands,5835.0
Japan,New Zealand,10670.0
Japan,Nicaragua,40.0
Japan,Northern Mariana Islands,536.0
Japan,Norway,1395.0
Japan,Palau,152.0
Japan,Panama,372.0
Japan,Papua New Guinea,258.0
Japan,Paraguay,1983.0
Japan,Peru,3353.0
Japan,Philippines,13749.0
Japan,Poland,510.0
Japan,Portugal,300.0
Japan,Puerto Rico,83.0
Japan,Republic of Korea,23912.0
Japan,Russian Federation,1025.0
Japan,Saint Lucia,26.0
Japan,Samoa,51.0
Japan,Serbia,39.0
Japan,Sierra Leone,3.0
Japan,Slovakia,135.0
Japan,Slovenia,90.0
Japan,Solomon Islands,29.0
Japan,South Africa,1879.0
Japan,Spain,6128.0
Japan,Sri Lanka,822.0
Japan,Sweden,3266.0
Japan,Switzerland,7596.0
Japan,Thailand,6550.0
Japan,Tonga,110.0
Japan,Turkey,2008.0
Japan,Uganda,210.0
Japan,United Kingdom of Great Britain and Northern Ireland,40127.0
Japan,United States of America,345026.0
Japan,Venezuela (Bolivarian Republic of),359.0
Japan,Viet Nam,1843.0
Japan,Zambia,88.0
Jordan,Algeria,4063.0
Jordan,Argentina,73.0
Jordan,Australia,6287.0
Jordan,Austria,749.0
Jordan,Bahrain,14493.0
Jordan,Belarus,30.0
Jordan,Belgium,487.0
Jordan,Bolivia (Plurinational State of),16.0
Jordan,Brazil,1258.0
Jordan,Bulgaria,193.0
Jordan,Canada,11042.0
Jordan,Chile,84.0
Jordan,Colombia,179.0
Jordan,Costa Rica,11.0
Jordan,Croatia,68.0
Jordan,Cyprus,492.0
Jordan,Czech Republic,172.0
Jordan,Denmark,1216.0
Jordan,Ecuador,71.0
Jordan,Egypt,5846.0
Jordan,Estonia,4.0
Jordan,Finland,329.0
Jordan,France,1443.0
Jordan,Germany,12663.0
Jordan,Greece,813.0
Jordan,Honduras,30.0
Jordan,Hungary,350.0
Jordan,Iceland,14.0
Jordan,Indonesia,11648.0
Jordan,Iraq,10336.0
Jordan,Ireland,111.0
Jordan,Italy,2991.0
Jordan,Kuwait,50399.0
Jordan,Latvia,5.0
Jordan,Lebanon,482.0
Jordan,Libya,20408.0
Jordan,Malta,46.0
Jordan,Mexico,55.0
Jordan,Netherlands,923.0
Jordan,Nicaragua,26.0
Jordan,Norway,414.0
Jordan,Oman,17005.0
Jordan,Panama,119.0
Jordan,Peru,39.0
Jordan,Philippines,177.0
Jordan,Poland,137.0
Jordan,Portugal,28.0
Jordan,Puerto Rico,90.0
Jordan,Qatar,32217.0
Jordan,Romania,58.0
Jordan,Russian Federation,816.0
Jordan,Saudi Arabia,182152.0
Jordan,Serbia,99.0
Jordan,Slovakia,56.0
Jordan,Slovenia,63.0
Jordan,South Africa,56.0
Jordan,Spain,2261.0
Jordan,Sri Lanka,269.0
Jordan,State of Palestine,55709.0
Jordan,Sweden,3755.0
Jordan,Switzerland,687.0
Jordan,Turkey,918.0
Jordan,Ukraine,3714.0
Jordan,United Arab Emirates,167585.0
Jordan,United Kingdom of Great Britain and Northern Ireland,6321.0
Jordan,United States of America,64868.0
Jordan,Venezuela (Bolivarian Republic of),200.0
Kazakhstan,Armenia,849.0
Kazakhstan,Australia,1698.0
Kazakhstan,Austria,1103.0
Kazakhstan,Azerbaijan,3621.0
Kazakhstan,Belarus,69957.0
Kazakhstan,Belgium,2784.0
Kazakhstan,Bolivia (Plurinational State of),23.0
Kazakhstan,Brazil,29.0
Kazakhstan,Bulgaria,1122.0
Kazakhstan,Canada,10422.0
Kazakhstan,Chile,7.0
Kazakhstan,Costa Rica,5.0
Kazakhstan,Croatia,67.0
Kazakhstan,Cyprus,265.0
Kazakhstan,Czech Republic,6307.0
Kazakhstan,Denmark,211.0
Kazakhstan,Dominican Republic,11.0
Kazakhstan,Egypt,237.0
Kazakhstan,Estonia,3803.0
Kazakhstan,Finland,303.0
Kazakhstan,France,2583.0
Kazakhstan,Georgia,10763.0
Kazakhstan,Germany,1016844.0
Kazakhstan,Greece,26982.0
Kazakhstan,Hungary,520.0
Kazakhstan,Iceland,20.0
Kazakhstan,India,2204.0
Kazakhstan,Ireland,259.0
Kazakhstan,Israel,13632.0
Kazakhstan,Italy,3851.0
Kazakhstan,Jordan,21.0
Kazakhstan,Kyrgyzstan,12940.0
Kazakhstan,Latvia,5919.0
Kazakhstan,Libya,802.0
Kazakhstan,Lithuania,4541.0
Kazakhstan,Mongolia,187.0
Kazakhstan,Netherlands,228.0
Kazakhstan,Norway,896.0
Kazakhstan,Poland,4604.0
Kazakhstan,Portugal,845.0
Kazakhstan,Republic of Korea,2065.0
Kazakhstan,Republic of Moldova,5183.0
Kazakhstan,Romania,35.0
Kazakhstan,Russian Federation,2560269.0
Kazakhstan,Serbia,97.0
Kazakhstan,Slovakia,242.0
Kazakhstan,Slovenia,81.0
Kazakhstan,Spain,1797.0
Kazakhstan,Sweden,1892.0
Kazakhstan,Switzerland,2402.0
Kazakhstan,Tajikistan,868.0
Kazakhstan,Turkey,5015.0
Kazakhstan,Turkmenistan,18152.0
Kazakhstan,Ukraine,222245.0
Kazakhstan,United Kingdom of Great Britain and Northern Ireland,5432.0
Kazakhstan,United States of America,25304.0
Kazakhstan,Uzbekistan,13194.0
Kenya,Argentina,2.0
Kenya,Australia,17850.0
Kenya,Austria,982.0
Kenya,Bahamas,21.0
Kenya,Belgium,824.0
Kenya,Bolivia (Plurinational State of),14.0
Kenya,Botswana,715.0
Kenya,Brazil,54.0
Kenya,Bulgaria,17.0
Kenya,Burundi,1032.0
Kenya,Canada,27929.0
Kenya,Cayman Islands,33.0
Kenya,Chile,20.0
Kenya,Comoros,76.0
Kenya,Costa Rica,8.0
Kenya,Cyprus,93.0
Kenya,Czech Republic,88.0
Kenya,Denmark,1603.0
Kenya,Egypt,154.0
Kenya,Eritrea,351.0
Kenya,Estonia,2.0
Kenya,Faeroe Islands,15.0
Kenya,Finland,1556.0
Kenya,France,1748.0
Kenya,Germany,15034.0
Kenya,Ghana,15.0
Kenya,Greece,454.0
Kenya,Hungary,107.0
Kenya,Iceland,110.0
Kenya,India,2380.0
Kenya,Ireland,482.0
Kenya,Italy,3641.0
Kenya,Latvia,2.0
Kenya,Libya,335.0
Kenya,Malta,38.0
Kenya,Mexico,87.0
Kenya,Namibia,1017.0
Kenya,Netherlands,2971.0
Kenya,New Zealand,1714.0
Kenya,Norway,1950.0
Kenya,Philippines,53.0
Kenya,Poland,61.0
Kenya,Portugal,98.0
Kenya,Russian Federation,451.0
Kenya,Rwanda,2581.0
Kenya,Seychelles,411.0
Kenya,Slovakia,25.0
Kenya,Slovenia,26.0
Kenya,South Africa,17686.0
Kenya,South Sudan,9558.0
Kenya,Spain,1555.0
Kenya,Sudan,2575.0
Kenya,Sweden,3616.0
Kenya,Switzerland,3412.0
Kenya,Turkey,173.0
Kenya,Uganda,43512.0
Kenya,United Kingdom of Great Britain and Northern Ireland,151073.0
Kenya,United Republic of Tanzania,27247.0
Kenya,United States of America,105467.0
Kenya,Zambia,785.0
Kiribati,Australia,654.0
Kiribati,Brazil,102.0
Kiribati,Bulgaria,4.0
Kiribati,Czech Republic,1.0
Kiribati,Denmark,1.0
Kiribati,Estonia,1.0
Kiribati,Fiji,775.0
Kiribati,France,9.0
Kiribati,Italy,5.0
Kiribati,Marshall Islands,275.0
Kiribati,Nauru,865.0
Kiribati,New Zealand,1533.0
Kiribati,Samoa,15.0
Kiribati,Solomon Islands,265.0
Kiribati,Tuvalu,30.0
Kiribati,United Kingdom of Great Britain and Northern Ireland,182.0
Kuwait,Algeria,2150.0
Kuwait,Australia,6108.0
Kuwait,Austria,253.0
Kuwait,Bahrain,5409.0
Kuwait,Belgium,18.0
Kuwait,Bolivia (Plurinational State of),5.0
Kuwait,Brazil,24.0
Kuwait,Bulgaria,100.0
Kuwait,Canada,14651.0
Kuwait,Chile,8.0
Kuwait,Colombia,26.0
Kuwait,Cyprus,259.0
Kuwait,Czech Republic,101.0
Kuwait,Denmark,1410.0
Kuwait,Egypt,3334.0
Kuwait,Estonia,6.0
Kuwait,Finland,152.0
Kuwait,France,734.0
Kuwait,Greece,140.0
Kuwait,Hungary,219.0
Kuwait,Iceland,3.0
Kuwait,India,6080.0
Kuwait,Iraq,400.0
Kuwait,Ireland,201.0
Kuwait,Italy,543.0
Kuwait,Jordan,794.0
Kuwait,Latvia,2.0
Kuwait,Lebanon,197.0
Kuwait,Libya,10800.0
Kuwait,Malta,67.0
Kuwait,Mauritania,31.0
Kuwait,Netherlands,1143.0
Kuwait,Norway,396.0
Kuwait,Oman,664.0
Kuwait,Philippines,171.0
Kuwait,Poland,192.0
Kuwait,Qatar,6494.0
Kuwait,Russian Federation,85.0
Kuwait,Serbia,67.0
Kuwait,Slovakia,72.0
Kuwait,South Africa,91.0
Kuwait,Spain,483.0
Kuwait,Sri Lanka,1699.0
Kuwait,State of Palestine,17111.0
Kuwait,Sweden,2117.0
Kuwait,Switzerland,470.0
Kuwait,Turkey,286.0
Kuwait,United Arab Emirates,62546.0
Kuwait,United Kingdom of Great Britain and Northern Ireland,14054.0
Kuwait,United States of America,25434.0
Kuwait,Venezuela (Bolivarian Republic of),71.0
Kyrgyzstan,Australia,443.0
Kyrgyzstan,Austria,648.0
Kyrgyzstan,Azerbaijan,2556.0
Kyrgyzstan,Belarus,5234.0
Kyrgyzstan,Belgium,1547.0
Kyrgyzstan,Bolivia (Plurinational State of),5.0
Kyrgyzstan,Bulgaria,107.0
Kyrgyzstan,Canada,1905.0
Kyrgyzstan,Chile,5.0
Kyrgyzstan,Cyprus,27.0
Kyrgyzstan,Czech Republic,785.0
Kyrgyzstan,Denmark,49.0
Kyrgyzstan,Egypt,70.0
Kyrgyzstan,Estonia,551.0
Kyrgyzstan,Finland,57.0
Kyrgyzstan,France,721.0
Kyrgyzstan,Georgia,1720.0
Kyrgyzstan,Germany,83673.0
Kyrgyzstan,Greece,548.0
Kyrgyzstan,Hungary,143.0
Kyrgyzstan,Iceland,1.0
Kyrgyzstan,Ireland,32.0
Kyrgyzstan,Israel,2519.0
Kyrgyzstan,Italy,1326.0
Kyrgyzstan,Kazakhstan,6734.0
Kyrgyzstan,Latvia,827.0
Kyrgyzstan,Lithuania,385.0
Kyrgyzstan,Netherlands,71.0
Kyrgyzstan,Norway,190.0
Kyrgyzstan,Poland,124.0
Kyrgyzstan,Republic of Korea,2747.0
Kyrgyzstan,Russian Federation,591349.0
Kyrgyzstan,Slovakia,24.0
Kyrgyzstan,South Africa,22.0
Kyrgyzstan,Spain,333.0
Kyrgyzstan,Sweden,961.0
Kyrgyzstan,Switzerland,500.0
Kyrgyzstan,Tajikistan,11667.0
Kyrgyzstan,Turkey,1969.0
Kyrgyzstan,Ukraine,26729.0
Kyrgyzstan,United Kingdom of Great Britain and Northern Ireland,1132.0
Kyrgyzstan,United States of America,5517.0
Kyrgyzstan,Uzbekistan,4894.0
Lao People's Democratic Republic,Argentina,283.0
Lao People's Democratic Republic,Australia,12111.0
Lao People's Democratic Republic,Austria,124.0
Lao People's Democratic Republic,Bangladesh,88155.0
Lao People's Democratic Republic,Belgium,105.0
Lao People's Democratic Republic,Brazil,6.0
Lao People's Democratic Republic,Bulgaria,1.0
Lao People's Democratic Republic,Cambodia,260.0
Lao People's Democratic Republic,Canada,15786.0
Lao People's Democratic Republic,Chile,2.0
Lao People's Democratic Republic,Costa Rica,4.0
Lao People's Democratic Republic,Cyprus,5.0
Lao People's Democratic Republic,Czech Republic,25.0
Lao People's Democratic Republic,Denmark,63.0
Lao People's Democratic Republic,Finland,47.0
Lao People's Democratic Republic,France,42623.0
Lao People's Democratic Republic,French Guiana,801.0
Lao People's Democratic Republic,Germany,3595.0
Lao People's Democratic Republic,Greece,41.0
Lao People's Democratic Republic,Hungary,40.0
Lao People's Democratic Republic,Ireland,34.0
Lao People's Democratic Republic,Italy,260.0
Lao People's Democratic Republic,Liechtenstein,35.0
Lao People's Democratic Republic,Mongolia,1.0
Lao People's Democratic Republic,Netherlands,210.0
Lao People's Democratic Republic,New Caledonia,807.0
Lao People's Democratic Republic,Norway,100.0
Lao People's Democratic Republic,Philippines,287.0
Lao People's Democratic Republic,Russian Federation,122.0
Lao People's Democratic Republic,South Africa,32.0
Lao People's Democratic Republic,Spain,188.0
Lao People's Democratic Republic,Sweden,511.0
Lao People's Democratic Republic,Switzerland,1043.0
Lao People's Democratic Republic,Thailand,969267.0
Lao People's Democratic Republic,United Kingdom of Great Britain and Northern Ireland,716.0
Lao People's Democratic Republic,United States of America,200429.0
Lao People's Democratic Republic,Viet Nam,6956.0
Latvia,Argentina,124.0
Latvia,Australia,5581.0
Latvia,Austria,806.0
Latvia,Belarus,10486.0
Latvia,Belgium,1848.0
Latvia,Brazil,169.0
Latvia,Bulgaria,159.0
Latvia,Canada,7138.0
Latvia,Chile,36.0
Latvia,Colombia,19.0
Latvia,Costa Rica,1.0
Latvia,Croatia,27.0
Latvia,Cyprus,183.0
Latvia,Czech Republic,414.0
Latvia,Denmark,4442.0
Latvia,Estonia,3955.0
Latvia,Finland,1939.0
Latvia,France,2791.0
Latvia,Georgia,752.0
Latvia,Germany,30712.0
Latvia,Greece,352.0
Latvia,Hungary,172.0
Latvia,Iceland,720.0
Latvia,Ireland,22126.0
Latvia,Israel,3931.0
Latvia,Italy,3200.0
Latvia,Kazakhstan,1113.0
Latvia,Kyrgyzstan,902.0
Latvia,Lithuania,5644.0
Latvia,Luxembourg,490.0
Latvia,Malta,90.0
Latvia,Mexico,44.0
Latvia,Netherlands,3202.0
Latvia,Norway,9647.0
Latvia,Poland,1551.0
Latvia,Portugal,200.0
Latvia,Russian Federation,89389.0
Latvia,Slovakia,135.0
Latvia,Slovenia,35.0
Latvia,South Africa,427.0
Latvia,Spain,3987.0
Latvia,Sweden,6674.0
Latvia,Switzerland,1676.0
Latvia,Turkey,63.0
Latvia,Ukraine,19497.0
Latvia,United Kingdom of Great Britain and Northern Ireland,66046.0
Latvia,United States of America,24643.0
Latvia,Venezuela (Bolivarian Republic of),140.0
Lebanon,Algeria,2203.0
Lebanon,Antigua and Barbuda,55.0
Lebanon,Argentina,791.0
Lebanon,Armenia,915.0
Lebanon,Australia,96306.0
Lebanon,Austria,1841.0
Lebanon,Bahrain,4508.0
Lebanon,Belarus,65.0
Lebanon,Belgium,2609.0
Lebanon,Belize,53.0
Lebanon,Bolivia (Plurinational State of),37.0
Lebanon,"Bonaire, Sint Eustatius and Saba",64.0
Lebanon,Brazil,14726.0
Lebanon,British Virgin Islands,23.0
Lebanon,Bulgaria,670.0
Lebanon,Canada,90517.0
Lebanon,Chile,204.0
Lebanon,Colombia,1173.0
Lebanon,Congo,1167.0
Lebanon,Costa Rica,90.0
Lebanon,Croatia,65.0
Lebanon,Cuba,52.0
Lebanon,Curacao,252.0
Lebanon,Cyprus,3067.0
Lebanon,Czech Republic,350.0
Lebanon,Denmark,13061.0
Lebanon,Dominica,34.0
Lebanon,Dominican Republic,150.0
Lebanon,Ecuador,443.0
Lebanon,Egypt,3542.0
Lebanon,Estonia,9.0
Lebanon,Finland,673.0
Lebanon,France,47162.0
Lebanon,Gabon,1619.0
Lebanon,Germany,79534.0
Lebanon,Ghana,970.0
Lebanon,Greece,2052.0
Lebanon,Guadeloupe,254.0
Lebanon,Guatemala,25.0
Lebanon,Guinea,3347.0
Lebanon,Hungary,369.0
Lebanon,Iceland,30.0
Lebanon,Iraq,1522.0
Lebanon,Ireland,133.0
Lebanon,Israel,6232.0
Lebanon,Italy,7086.0
Lebanon,Jordan,1940.0
Lebanon,Kuwait,11532.0
Lebanon,Latvia,40.0
Lebanon,Liberia,920.0
Lebanon,Libya,11067.0
Lebanon,Lithuania,44.0
Lebanon,Luxembourg,36.0
Lebanon,Maldives,14.0
Lebanon,Malta,75.0
Lebanon,Mauritania,118.0
Lebanon,Mexico,966.0
Lebanon,Morocco,1373.0
Lebanon,Namibia,42.0
Lebanon,Netherlands,3475.0
Lebanon,Norway,1862.0
Lebanon,Panama,526.0
Lebanon,Peru,70.0
Lebanon,Philippines,134.0
Lebanon,Poland,383.0
Lebanon,Portugal,71.0
Lebanon,Puerto Rico,18.0
Lebanon,Qatar,8274.0
Lebanon,Romania,176.0
Lebanon,Russian Federation,968.0
Lebanon,Saint Lucia,9.0
Lebanon,Saudi Arabia,116577.0
Lebanon,Senegal,1066.0
Lebanon,Serbia,45.0
Lebanon,Sierra Leone,2015.0
Lebanon,Sint Maarten (Dutch part),321.0
Lebanon,Slovakia,105.0
Lebanon,Slovenia,25.0
Lebanon,South Africa,994.0
Lebanon,Spain,3341.0
Lebanon,Sri Lanka,718.0
Lebanon,State of Palestine,3311.0
Lebanon,Sweden,26279.0
Lebanon,Switzerland,6181.0
Lebanon,Turkey,1135.0
Lebanon,Ukraine,1764.0
Lebanon,United Arab Emirates,52129.0
Lebanon,United Kingdom of Great Britain and Northern Ireland,17128.0
Lebanon,United States of America,123337.0
Lebanon,Venezuela (Bolivarian Republic of),7486.0
Lesotho,Australia,127.0
Lesotho,Austria,4.0
Lesotho,Belgium,12.0
Lesotho,Botswana,3258.0
Lesotho,Canada,114.0
Lesotho,Chile,12.0
Lesotho,Czech Republic,2.0
Lesotho,Denmark,49.0
Lesotho,France,49.0
Lesotho,Hungary,4.0
Lesotho,Ireland,39.0
Lesotho,Italy,31.0
Lesotho,Mozambique,7840.0
Lesotho,Namibia,115.0
Lesotho,Netherlands,134.0
Lesotho,South Africa,350611.0
Lesotho,Swaziland,221.0
Lesotho,Sweden,56.0
Lesotho,Switzerland,85.0
Lesotho,United Kingdom of Great Britain and Northern Ireland,851.0
Lesotho,United Republic of Tanzania,149.0
Liberia,Australia,3376.0
Liberia,Austria,274.0
Liberia,Belgium,605.0
Liberia,Bolivia (Plurinational State of),2.0
Liberia,Brazil,41.0
Liberia,Bulgaria,5.0
Liberia,Cameroon,3270.0
Liberia,Canada,2399.0
Liberia,Chile,5.0
Liberia,Cote d'Ivoire,82428.0
Liberia,Czech Republic,10.0
Liberia,Denmark,174.0
Liberia,Egypt,53.0
Liberia,Finland,136.0
Liberia,France,785.0
Liberia,Gambia,968.0
Liberia,Germany,1970.0
Liberia,Ghana,27689.0
Liberia,Greece,31.0
Liberia,Guinea,32706.0
Liberia,Guinea-Bissau,898.0
Liberia,Hungary,49.0
Liberia,Iceland,3.0
Liberia,Ireland,107.0
Liberia,Italy,2006.0
Liberia,Mali,4366.0
Liberia,Netherlands,1937.0
Liberia,Nigeria,20541.0
Liberia,Norway,935.0
Liberia,Portugal,28.0
Liberia,Sierra Leone,6536.0
Liberia,South Africa,606.0
Liberia,Spain,819.0
Liberia,Swaziland,46.0
Liberia,Sweden,963.0
Liberia,Switzerland,441.0
Liberia,Thailand,2.0
Liberia,Togo,168.0
Liberia,United Kingdom of Great Britain and Northern Ireland,3844.0
Liberia,United States of America,75408.0
Libya,Algeria,4182.0
Libya,Argentina,51.0
Libya,Australia,3091.0
Libya,Austria,459.0
Libya,Belgium,236.0
Libya,Bolivia (Plurinational State of),3.0
Libya,Brazil,114.0
Libya,Bulgaria,206.0
Libya,Canada,6346.0
Libya,Chad,1307.0
Libya,Chile,23.0
Libya,Costa Rica,11.0
Libya,Cote d'Ivoire,3665.0
Libya,Croatia,150.0
Libya,Cyprus,254.0
Libya,Czech Republic,190.0
Libya,Denmark,246.0
Libya,Egypt,5591.0
Libya,Estonia,4.0
Libya,Finland,232.0
Libya,France,2351.0
Libya,Germany,4471.0
Libya,Greece,641.0
Libya,Hungary,423.0
Libya,Iceland,4.0
Libya,Indonesia,2201.0
Libya,Ireland,439.0
Libya,Israel,17273.0
Libya,Italy,36222.0
Libya,Jordan,1028.0
Libya,Latvia,5.0
Libya,Lebanon,255.0
Libya,Malta,935.0
Libya,Mauritania,138.0
Libya,Morocco,1196.0
Libya,Namibia,32.0
Libya,Netherlands,908.0
Libya,Niger,157.0
Libya,Norway,531.0
Libya,Panama,38.0
Libya,Philippines,48.0
Libya,Poland,240.0
Libya,Portugal,28.0
Libya,Russian Federation,270.0
Libya,Serbia,374.0
Libya,Slovakia,55.0
Libya,Slovenia,38.0
Libya,South Africa,164.0
Libya,South Sudan,153.0
Libya,Spain,966.0
Libya,Sri Lanka,39.0
Libya,Sudan,1557.0
Libya,Sweden,2211.0
Libya,Switzerland,1099.0
Libya,Tunisia,9147.0
Libya,Turkey,3082.0
Libya,United Kingdom of Great Britain and Northern Ireland,17684.0
Libya,United States of America,8724.0
Libya,Venezuela (Bolivarian Republic of),135.0
Liechtenstein,Argentina,78.0
Liechtenstein,Australia,11.0
Liechtenstein,Austria,378.0
Liechtenstein,Belgium,11.0
Liechtenstein,Brazil,19.0
Liechtenstein,Bulgaria,2.0
Liechtenstein,Chile,5.0
Liechtenstein,Costa Rica,4.0
Liechtenstein,Czech Republic,1.0
Liechtenstein,Denmark,21.0
Liechtenstein,Estonia,1.0
Liechtenstein,France,28.0
Liechtenstein,Germany,307.0
Liechtenstein,Greece,10.0
Liechtenstein,Hungary,4.0
Liechtenstein,Ireland,2.0
Liechtenstein,Italy,132.0
Liechtenstein,Norway,23.0
Liechtenstein,Portugal,196.0
Liechtenstein,Spain,115.0
Liechtenstein,Switzerland,2491.0
Liechtenstein,United Kingdom of Great Britain and Northern Ireland,31.0
Lithuania,Argentina,392.0
Lithuania,Australia,3418.0
Lithuania,Austria,909.0
Lithuania,Belarus,17385.0
Lithuania,Belgium,2432.0
Lithuania,Bolivia (Plurinational State of),9.0
Lithuania,Brazil,754.0
Lithuania,Bulgaria,138.0
Lithuania,Canada,6009.0
Lithuania,Chile,18.0
Lithuania,Colombia,45.0
Lithuania,Costa Rica,9.0
Lithuania,Croatia,26.0
Lithuania,Cyprus,103.0
Lithuania,Czech Republic,611.0
Lithuania,Denmark,8911.0
Lithuania,Estonia,1861.0
Lithuania,Faeroe Islands,13.0
Lithuania,Finland,1210.0
Lithuania,France,2617.0
Lithuania,Georgia,2202.0
Lithuania,Germany,49836.0
